id	filename	md5	size	state
84ca53d7-508a-4786-bf8a-5b3ed2dde1be	mirnas.quantification.txt	17f1d327636fc81a71d258f48e94970c	50270	live
f078040d-3b68-43bf-935e-60c5519d52c9	mirnas.quantification.txt	8e0d5b91df9dbfa0fb9352cb9dd3edf1	50222	live
1a5b2fbf-c73d-4d23-abca-8fca27030e25	mirnas.quantification.txt	e6e4ad9a8c98871b1a02813c45722568	50365	live
323d77f6-caf5-4df0-a55c-3a422b8db320	mirnas.quantification.txt	ff5c9a84a89ce72c9f54f164a68418ef	50239	live
ce249d34-57f9-4e38-9d44-e38036ebfd05	mirnas.quantification.txt	dfd71738c47d71e19d07ae890e64766e	50317	live
d5e82a22-27f9-40f5-9a6b-0c49ac05a7a9	mirnas.quantification.txt	5ae692288282310f8341b2240151ba8d	50213	live
a6591f06-c8a4-4bb9-9275-6569f62d926d	mirnas.quantification.txt	95352266648720be2e4205f31f5d45a3	50239	live
ec325fd9-04a0-46a9-97fc-0ccaa5ca1cb7	mirnas.quantification.txt	f13751f31309cb4e29d1bad67e8280fd	50373	live
2bed35b8-b639-436b-9a9b-2b416161a9ec	mirnas.quantification.txt	0c5a1769ac33801325c51b0902098980	50333	live
b3f5723d-8df1-4dc7-a016-59d1a3a87ee4	mirnas.quantification.txt	63e6a18b8abf5820e0f397c300395085	50369	live
26dbbd76-ba5f-4a9c-a9b1-bebd94e6953e	mirnas.quantification.txt	3564cce86082e6def5721ad49cbaa454	50062	live
b206ca7c-2076-48c2-9efc-6d6dfc574196	mirnas.quantification.txt	dcfad5ef3204f96ac752abfae3242597	50422	live
29b2b1b0-a244-4403-aa27-e01bdb31ae4f	mirnas.quantification.txt	40f2bff609b4fdf2ebb7659a12d7e460	50242	live
eb62a41d-5d2a-4db6-a1c5-ebe254675f0a	mirnas.quantification.txt	a062942ad114ff2046e98b9c7b2d77ae	50142	live
a6bb6613-02d9-4192-87b9-8f37428aaf3b	mirnas.quantification.txt	5610a4c67b290e8993f10d0616c92389	50130	live
445b2a85-5f05-420a-b02f-5037921b31f9	mirnas.quantification.txt	3822d983edc52da80d221e8a9e72e714	50278	live
25abf81c-e1ba-4a09-8a3b-ceb027046d9e	mirnas.quantification.txt	0cd526fb9487f1092d2276a94e7a5ff4	50330	live
7cfb1cf1-270b-472f-80c0-282db1abbe3d	mirnas.quantification.txt	b52adf570f1ade4a84182ed57a9ddc3c	50175	live
6ec2e549-b0d2-4a1d-ba6a-cd5db97cd4aa	mirnas.quantification.txt	f938ed5e9296a6ba629691f74fc83e76	50279	live
38b1f1a9-c642-49b1-b8f8-9cb52d177c92	mirnas.quantification.txt	320ca7889775a9457683aabe7c3ae276	50047	live
