ID	count_1	relcount_1	count_2	relcount_2	count_3	relcount_3	count_4	relcount_4	count_5	relcount_5	count_6	relcount_6	count_7	relcount_7	count_8	relcount_8
"hsa-mir-3611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3612"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3613"	0	0	0	0	0	0	1	1.032682	2	2.628414	0	0	6	6.214867	1	0.970188
"hsa-mir-3614"	14	18.915928	13	17.592649	9	8.679275	24	24.784376	10	13.142072	9	12.621783	17	17.608789	26	25.22489
"hsa-mir-3615"	52	70.259162	49	66.310754	52	50.146921	80	82.614586	47	61.76774	28	39.267768	40	41.432444	57	55.300719
"hsa-mir-3616"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3617"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3619"	1	1.351138	0	0	0	0	1	1.032682	0	0	0	0	0	0	3	2.910564
"hsa-mir-362"	7	9.457964	39	52.777947	39	37.610191	10	10.326823	9	11.827865	12	16.829044	13	13.465544	57	55.300719
"hsa-mir-3620"	0	0	3	4.059842	1	0.964364	5	5.163412	5	6.571036	1	1.40242	2	2.071622	2	1.940376
"hsa-mir-3621"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3622a"	13	17.56479	1	1.353281	4	3.857455	12	12.392188	0	0	12	16.829044	6	6.214867	4	3.880752
"hsa-mir-3622b"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	0	0
"hsa-mir-363"	9	12.16024	8	10.826246	7	6.750547	9	9.294141	15	19.713109	4	5.609681	9	9.3223	6	5.821128
"hsa-mir-3646"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	0	0
"hsa-mir-3648-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3648-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3651"	1	1.351138	7	9.472965	5	4.821819	3	3.098047	10	13.142072	10	14.024203	16	16.572978	7	6.791316
"hsa-mir-3652"	4	5.404551	2	2.706561	2	1.928728	16	16.522917	6	7.885243	2	2.804841	5	5.179055	10	9.701881
"hsa-mir-3653"	11	14.862515	27	36.538579	16	15.429822	22	22.719011	78	102.508165	8	11.219362	109	112.90341	27	26.195078
"hsa-mir-3654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3655"	0	0	0	0	2	1.928728	0	0	2	2.628414	0	0	1	1.035811	0	0
"hsa-mir-3656"	1	1.351138	1	1.353281	0	0	0	0	0	0	0	0	1	1.035811	0	0
"hsa-mir-3657"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-365a"	53	71.610299	78	105.555894	111	107.044389	53	54.732164	153	201.073707	95	133.229928	154	159.514909	157	152.319526
"hsa-mir-365b"	52	70.259162	74	100.142771	107	103.186933	47	48.53607	158	207.644743	92	129.022667	162	167.801398	153	148.438773
"hsa-mir-3660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3661"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	0	0
"hsa-mir-3662"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3663"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3664"	0	0	0	0	1	0.964364	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3665"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3667"	0	0	0	0	0	0	0	0	0	0	1	1.40242	0	0	0	0
"hsa-mir-3668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3670-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3670-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3670-3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3670-4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3677"	0	0	2	2.706561	1	0.964364	3	3.098047	5	6.571036	0	0	1	1.035811	2	1.940376
"hsa-mir-3678"	0	0	1	1.353281	4	3.857455	0	0	0	0	1	1.40242	0	0	1	0.970188
"hsa-mir-3679"	0	0	0	0	0	0	0	0	1	1.314207	0	0	0	0	0	0
"hsa-mir-3680-1"	0	0	0	0	1	0.964364	1	1.032682	0	0	0	0	3	3.107433	2	1.940376
"hsa-mir-3680-2"	0	0	2	2.706561	0	0	0	0	1	1.314207	0	0	3	3.107433	0	0
"hsa-mir-3681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3683"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3684"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3687-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3687-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3688-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3688-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689d-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689d-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3689f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-369"	0	0	1	1.353281	0	0	0	0	3	3.942622	0	0	4	4.143244	1	0.970188
"hsa-mir-3690-1"	3	4.053413	5	6.766403	9	8.679275	1	1.032682	1	1.314207	2	2.804841	2	2.071622	1	0.970188
"hsa-mir-3690-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3691"	0	0	0	0	0	0	1	1.032682	0	0	2	2.804841	0	0	0	0
"hsa-mir-3692"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-370"	30	40.534132	20	27.065614	33	31.824007	26	26.849741	30	39.426217	35	49.08471	32	33.145955	39	37.837334
"hsa-mir-3713"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3714"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-371a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-371b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-374a"	6	8.106826	6	8.119684	6	5.786183	9	9.294141	2	2.628414	11	15.426623	0	0	3	2.910564
"hsa-mir-374b"	3	4.053413	2	2.706561	3	2.893092	2	2.065365	9	11.827865	3	4.207261	8	8.286489	11	10.672069
"hsa-mir-374c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-375"	232524	314171.948489	170317	230486.7074	290422	280072.481588	241476	249367.998414	132737	174443.926063	182815	256383.466587	200398	207574.472228	257466	249790.439379
"hsa-mir-376a-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-376a-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-376b"	0	0	0	0	0	0	2	2.065365	0	0	0	0	0	0	0	0
"hsa-mir-376c"	0	0	0	0	0	0	2	2.065365	0	0	0	0	0	0	0	0
"hsa-mir-377"	2	2.702275	12	16.239368	2	1.928728	1	1.032682	16	21.027316	3	4.207261	16	16.572978	9	8.731693
"hsa-mir-378a"	5529	7470.440484	8026	10861.430824	10195	9831.689575	10463	10804.955223	8860	11643.876123	5426	7609.532531	9943	10299.069738	12332	11964.359171
"hsa-mir-378b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378c"	17	22.969341	16	21.652491	16	15.429822	13	13.42487	22	28.912559	12	16.829044	49	50.754744	17	16.493197
"hsa-mir-378d-1"	0	0	0	0	1	0.964364	1	1.032682	0	0	1	1.40242	0	0	2	1.940376
"hsa-mir-378d-2"	0	0	1	1.353281	1	0.964364	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378g"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378h"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378i"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-378j"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-379"	33	44.587545	34	46.011543	44	42.43201	37	38.209246	64	84.109263	34	47.68229	48	49.718933	52	50.449779
"hsa-mir-380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-381"	21	28.373892	22	29.772175	36	34.717099	26	26.849741	14	18.398901	14	19.633884	21	21.752033	35	33.956582
"hsa-mir-382"	5	6.755689	16	21.652491	19	18.322913	18	18.588282	9	11.827865	5	7.012101	6	6.214867	13	12.612445
"hsa-mir-383"	0	0	0	0	0	0	0	0	9	11.827865	9	12.621783	5	5.179055	0	0
"hsa-mir-384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3907"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3908"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3909"	0	0	1	1.353281	1	0.964364	4	4.130729	0	0	0	0	3	3.107433	2	1.940376
"hsa-mir-3910-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3910-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3911"	1	1.351138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3913-1"	0	0	0	0	0	0	0	0	1	1.314207	2	2.804841	0	0	0	0
"hsa-mir-3913-2"	0	0	0	0	0	0	0	0	0	0	1	1.40242	0	0	0	0
"hsa-mir-3914-1"	0	0	0	0	0	0	0	0	2	2.628414	0	0	0	0	0	0
"hsa-mir-3914-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3916"	0	0	0	0	0	0	0	0	1	1.314207	0	0	1	1.035811	0	0
"hsa-mir-3917"	13	17.56479	7	9.472965	15	14.465458	15	15.490235	44	57.825118	3	4.207261	20	20.716222	18	17.463385
"hsa-mir-3918"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3922"	1	1.351138	1	1.353281	1	0.964364	1	1.032682	0	0	0	0	1	1.035811	0	0
"hsa-mir-3923"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3925"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3926-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3926-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3927"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3928"	3	4.053413	10	13.532807	16	15.429822	18	18.588282	19	24.969938	3	4.207261	7	7.250678	10	9.701881
"hsa-mir-3929"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3934"	4	5.404551	4	5.413123	3	2.893092	19	19.620964	4	5.256829	3	4.207261	5	5.179055	8	7.761504
"hsa-mir-3935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3936"	0	0	0	0	0	0	2	2.065365	0	0	0	0	0	0	0	0
"hsa-mir-3937"	2	2.702275	1	1.353281	1	0.964364	2	2.065365	0	0	1	1.40242	1	1.035811	1	0.970188
"hsa-mir-3938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3939"	0	0	0	0	0	0	0	0	1	1.314207	0	0	0	0	0	0
"hsa-mir-3940"	18	24.320479	15	20.29921	18	17.35855	42	43.372658	12	15.770487	11	15.426623	21	21.752033	26	25.22489
"hsa-mir-3941"	0	0	0	0	0	0	0	0	0	0	1	1.40242	0	0	0	0
"hsa-mir-3942"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3943"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3944"	5	6.755689	5	6.766403	7	6.750547	2	2.065365	0	0	1	1.40242	3	3.107433	4	3.880752
"hsa-mir-3945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3975"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3976"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3977"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-3978"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-409"	60	81.068264	62	83.903403	64	61.719287	36	37.176564	45	59.139326	66	92.55974	39	40.396633	58	56.270908
"hsa-mir-410"	6	8.106826	17	23.005772	10	9.643639	15	15.490235	13	17.084694	9	12.621783	25	25.895277	13	12.612445
"hsa-mir-411"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	3	2.910564
"hsa-mir-412"	7	9.457964	0	0	4	3.857455	0	0	1	1.314207	0	0	3	3.107433	1	0.970188
"hsa-mir-421"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	2	1.940376
"hsa-mir-422a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-423"	723	976.872576	844	1142.168903	994	958.577679	1221	1260.905125	944	1240.611632	635	890.536889	1326	1373.485515	1126	1092.431757
"hsa-mir-424"	1	1.351138	2	2.706561	11	10.608002	0	0	4	5.256829	1	1.40242	13	13.465544	2	1.940376
"hsa-mir-425"	140	189.159282	222	300.428313	435	419.49828	213	219.961336	218	286.497178	103	144.449291	197	204.054786	525	509.348732
"hsa-mir-4251"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4257"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4263"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4264"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4272"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4275"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4276"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4277"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4279"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4283-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4283-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4286"	0	0	0	0	0	0	0	0	0	0	1	1.40242	2	2.071622	0	0
"hsa-mir-4287"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4289"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-429"	19	25.671617	35	47.364824	32	30.859644	26	26.849741	65	85.42347	19	26.645986	50	51.790555	40	38.807522
"hsa-mir-4290"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4294"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4297"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4301"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4304"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-431"	25	33.778443	28	37.891859	27	26.037824	17	17.5556	27	35.483595	38	53.291971	56	58.005421	35	33.956582
"hsa-mir-4310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4313"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4314"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4315-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4315-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4316"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4318"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-432"	23	31.076168	30	40.598421	37	35.681463	34	35.111199	19	24.969938	44	61.706493	11	11.393922	23	22.314325
"hsa-mir-4320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4323"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4326"	10	13.511377	23	31.125456	7	6.750547	38	39.241929	21	27.598352	30	42.072609	31	32.110144	54	52.390155
"hsa-mir-4327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4328"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4329"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-433"	15	20.267066	10	13.532807	12	11.572366	17	17.5556	11	14.45628	21	29.450826	11	11.393922	4	3.880752
"hsa-mir-4330"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4418"	0	0	0	0	1	0.964364	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4419a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4419b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.910564
"hsa-mir-4421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4422"	0	0	2	2.706561	0	0	0	0	0	0	0	0	0	0	2	1.940376
"hsa-mir-4423"	0	0	0	0	0	0	0	0	0	0	0	0	1	1.035811	1	0.970188
"hsa-mir-4424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4425"	0	0	1	1.353281	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4427"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4428"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4430"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4433a"	0	0	1	1.353281	0	0	2	2.065365	1	1.314207	1	1.40242	0	0	3	2.910564
"hsa-mir-4433b"	1	1.351138	0	0	0	0	4	4.130729	1	1.314207	2	2.804841	0	0	1	0.970188
"hsa-mir-4434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4435-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4435-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4436a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4436b-1"	0	0	0	0	1	0.964364	0	0	1	1.314207	0	0	4	4.143244	1	0.970188
"hsa-mir-4436b-2"	0	0	0	0	0	0	0	0	0	0	0	0	7	7.250678	0	0
"hsa-mir-4437"	0	0	0	0	1	0.964364	0	0	0	0	0	0	0	0	2	1.940376
"hsa-mir-4438"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4442"	2	2.702275	3	4.059842	2	1.928728	0	0	2	2.628414	0	0	0	0	0	0
"hsa-mir-4443"	0	0	1	1.353281	0	0	1	1.032682	2	2.628414	0	0	4	4.143244	0	0
"hsa-mir-4444-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4444-2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
